PS Code,Regional c,PS Name,ConstCode,DistCode,RegCode,EACode,Latitude,Longitude,Plus code,GhPostGPS
D140402,D,D.A. PRIM. SCH. KAIRA RESETT.,D1401,,GH014,D14040,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140403,D,D.A PRIM. SCH KAIRA OLD TOWN,D1401,,GH014,D14040,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140404,D,D A PRIM NEW KAIRA,D1401,,GH014,D14040,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140405,D,E.P./D A. PRIM. ABUI,D1401,,GH014,D14040,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140501,D,D.A. PRIM. SCH TONGOR TSANAKPE,D1401,,GH014,D14050,6.6008001,0.1787974,6FR2J52H+8GF4,#
D140502,D,COMMUNITY CENTRE. TONGOR TSANAKPE,D1401,,GH014,D14050,6.6008001,0.1787974,6FR2J52H+8GF4,#
D140503,D,D.A. PRIM SCH AGORDEKE,D1401,,GH014,D14050,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140504,D,TONGOR JHS. TONGOR TSANAKPE,D1401,,GH014,D14050,6.6008001,0.1787974,6FR2J52H+8GF4,#
D140601,D,SAFE WATER. DZEMENI MARKET,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140602,D,LORRY PARK. DZEMENI,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140603,D,E. P. PRIM SCH DZEMENI NO. 1,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140604,D,E. P. PRIM SCH DZEMENI NO. 2,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140605,D,E. P. JHS DZEMENI,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140606,D,CROSS OVER INT. ACADEMY ATTORKROKPO,D1401,,GH014,D14060,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140607,D,E.P CLINIC. DZEMENI,D1401,,GH014,D14060,6.6156925,0.1635442,6FR2J587+7CFM,#
D140701,D,D. A JHS DZEMENI,D1401,,GH014,D14070,6.6156925,0.1635442,6FR2J587+7CFM,#
D140702,D,R/C PRIM. SCH. DZEMENI,D1401,,GH014,D14070,6.6156925,0.1635442,6FR2J587+7CFM,#
D140703,D,COMMUNITY CENTRE. DZAKITI,D1401,,GH014,D14070,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140704,D,COMMUNITY CENTRE KPOGBONIKOPE,D1401,,GH014,D14070,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D140801,D,E.P PRIM SCH TODOME,D1401,,GH014,D14080,6.6433853,0.2951821,6FR2J7VW+933H,#
D140802,D,D.A JHS TODOME RESETTLE.,D1401,,GH014,D14080,6.6433853,0.2951821,6FR2J7VW+933H,#
D140803,D,D.A PRIM SCH KPEYIBORME,D1401,,GH014,D14080,6.625877,0.2693146,6FR2J7G9+9P42,#
D140901,D,E P PRIM. SCH. WEGBE KPALIME,D1401,,GH014,D14090,6.6503303,0.3442449,6FR2M82V+4MQ9,#
D140902,D,E P PRIM. SCH. WEGBE CAMP,D1401,,GH014,D14090,6.6503303,0.3442449,6FR2M82V+4MQ9,#
D141001,D,E P PRIM SCH PEKI WUDOME,D1401,,GH014,D14100,6.5006337,0.1981766,6FR2G52X+7738,#
D141002,D,D. A. JHS. PEKI WUDOME,D1401,,GH014,D14100,6.5006337,0.1981766,6FR2G52X+7738,#
D141101,D,D.A. PRIM SCH AGBATEH,D1401,,GH014,D14110,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141201,D,E.P PRIM SCH DZOGBATI NO. 1,D1401,,GH014,D14120,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141202,D,E.P PRIM SCH DZOGBATI NO. 2,D1401,,GH014,D14120,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141301,D,E.P PRIM SCH OLD ADZOKOE,D1401,,GH014,D14130,6.6410078,0.2984037,6FR2J7RX+C929,#
D141302,D,D.A PRIM SCH NEW ADZOKOE,D1401,,GH014,D14130,6.6410078,0.2984037,6FR2J7RX+C929,#
D141401,D,E P JHS KPEVE NEW TOWN,D1401,,GH014,D14140,6.683749,0.3336614,6FR2M8MM+FFVR,#
D141402,D,E. P. CHURCH. KPEVE,D1401,,GH014,D14140,6.683749,0.3336614,6FR2M8MM+FFVR,#
D141403,D,JUNCTION KPEVE NEW TOWN,D1401,,GH014,D14140,6.683749,0.3336614,6FR2M8MM+FFVR,#
D141404,D,COMMUNITY CENTRE. KPEVE,D1401,,GH014,D14140,6.683749,0.3336614,6FR2M8MM+FFVR,#
D141405,D,CHIP COMPOUND. TSOKPOKOFE,D1401,,GH014,D14140,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141406,D,KPEVE POLICE STATION. KPEVE,D1401,,GH014,D14140,6.683749,0.3336614,6FR2M8MM+FFVR,#
D141501,D,COMMUNITY CENTRE AVETILE NO. 1,D1401,,GH014,D14150,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141502,D,COMMUNITY CENTRE AVETILE NO. 2,D1401,,GH014,D14150,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141503,D,METHODIST JHS AVETILE,D1401,,GH014,D14150,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141601,D,D. A PRIM SCH AVETILE,D1401,,GH014,D14160,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141602,D,PEKI POLICE STATION. AVETILE,D1401,,GH014,D14160,6.5161289,0.2206518,6FR2G68C+F725,#
D141603,D,D. A JHS AVETILE,D1401,,GH014,D14160,6.655706,0.3425806,6FR2M84V+72P8,#
D141604,D,E P PRIM SCH AVETILE,D1401,,GH014,D14160,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141605,D,GLOBAL EVANGELICAL CHURCH. AYENSU,D1401,,GH014,D14160,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141606,D,GOVCO DEMONSTRATION SCH.. AVETILE,D1401,,GH014,D14160,6.5499257,0.2552564,6FR2G7X4+X4C2,#
D141701,D,E.P. PRIM. SCH PEKI BLENGO,D1401,,GH014,D14170,6.5006337,0.1981766,6FR2G52X+7738,#
D141702,D,E.P. JHS PEKI BLENGO,D1401,,GH014,D14170,6.5006337,0.1981766,6FR2G52X+7738,#
D141703,D,E.P. CHURCH PEKI BLENGO,D1401,,GH014,D14170,6.5006337,0.1981766,6FR2G52X+7738,#
D141704,D,R/C PRIM AFEVIWOFE,D1401,,GH014,D14170,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D141705,D,GBI MARKET. PEKI BLENGO,D1401,,GH014,D14170,6.5006337,0.1981766,6FR2G52X+7738,#
D141801,D,E.P. PRIM SCH PEKI TSAME,D1401,,GH014,D14180,6.5006337,0.1981766,6FR2G52X+7738,#
D141802,D,E.P CHURCH. PEKI TSAME,D1401,,GH014,D14180,6.5006337,0.1981766,6FR2G52X+7738,#
D141803,D,D.A JHS PEKI TSAME,D1401,,GH014,D14180,6.5006337,0.1981766,6FR2G52X+7738,#
D141901,D,E.P JHS PEKI DZAKE,D1401,,GH014,D14190,6.626898,0.3121568,6FR2J8G6+QV3R,#
D141902,D,E.P. PRIM SCH NO. 1 PEKI DZAKE,D1401,,GH014,D14190,6.5008977,0.2029458,6FR2G623+954V,#
D141903,D,D.A KINDERGARTEN PEKI DZAKE,D1401,,GH014,D14190,6.5008977,0.2029458,6FR2G623+954V,#
D141904,D,E.P. PRIM SCH NO. 2 PEKI DZAKE,D1401,,GH014,D14190,6.5008977,0.2029458,6FR2G623+954V,#
D142001,D,METHODIST PRIM SCH SANGA,D1401,,GH014,D14200,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D142101,D,D.A PRIM SCH TSIYINU,D1401,,GH014,D14210,6.6210261,0.1869644,6FR2J5CP+CQ85,#
D150101,D,IMMACULATE CONC. JHS KPANDO TSAKPE 1,D1501,,GH014,D15010,6.990628,0.2948797,6FR2X7RV+7X22,#
D150102,D,IMMACULATE CONC. JHS KPANDO TSAKPE 2,D1501,,GH014,D15010,6.990628,0.2948797,6FR2X7RV+7X22,#
D150103,D,E.P JHS KPANDO KPODZI,D1501,,GH014,D15010,6.9996375,0.2907344,6FR2X7XR+V75G,#
D150104,D,BISHOP HERMAN COLLEGE. SHS 1,D1501,,GH014,D15010,7.0054578,0.2825761,6FV2274M+52P7,#
D150105,D,BISHOP HERMAN COLLEGE. SHS 2,D1501,,GH014,D15010,7.0054578,0.2825761,6FV2274M+52P7,#
D150106,D,R.C BOY'S PRIM SCH TSAKPE,D1501,,GH014,D15010,6.990628,0.2948797,6FR2X7RV+7X22,#
D150107,D,R.C GIRLS PRIM SCH ASITO,D1501,,GH014,D15010,6.990628,0.2948797,6FR2X7RV+7X22,#
D150108,D,TODZI PRIM SCH KPANDO,D1501,,GH014,D15010,6.9957218,0.2819397,6FR2X7WJ+7QPR,#
D150201,D,GLOBAL CHURCH KPANDO 1,D1501,,GH014,D15020,6.990628,0.2948797,6FR2X7RV+7X22,#
D150202,D,GLOBAL CHURCH KPANDO 2,D1501,,GH014,D15020,6.990628,0.2948797,6FR2X7RV+7X22,#
D150203,D,DIST COUNCIL HALL TSAKPE 1,D1501,,GH014,D15020,6.990628,0.2948797,6FR2X7RV+7X22,#
D150204,D,DIST COUNCIL HALL TSAKPE 2,D1501,,GH014,D15020,6.990628,0.2948797,6FR2X7RV+7X22,#
D150301,D,R C SISTERS CONVENT GABI 1,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150302,D,R C SISTERS CONVENT GABI 2,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150303,D,D A PRIM. SCH KPANDO GABI 1,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150304,D,D A PRIM. SCH KPANDO GABI 2,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150305,D,ST PATRICK ANGLICAN JHS KPANDO GABI,D1501,,GH014,D15030,6.9987464,0.2875157,6FR2X7XQ+F2RW,#
D150306,D,D A JHS GABI KPANDO,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150307,D,SPORT STADIUM GABI,D1501,,GH014,D15030,6.9943847,0.2992484,6FR2X7VX+QM59,#
D150308,D,MIRACLE PREPARATORY SCH. GABI ANGOLA,D1501,,GH014,D15030,6.990628,0.2948797,6FR2X7RV+7X22,#
D150401,D,ISLAMIC ARABIC KPANDO ZONGO 1,D1501,,GH014,D15040,6.990628,0.2948797,6FR2X7RV+7X22,#
D150402,D,ISLAMIC ARABIC KPANDO ZONGO 2,D1501,,GH014,D15040,6.990628,0.2948797,6FR2X7RV+7X22,#
D150403,D,ENGLISH ARABIC. KPANDO ZONGO,D1501,,GH014,D15040,6.990628,0.2948797,6FR2X7RV+7X22,#
D150501,D,R.C PRIM SCH. ALOI 1,D1501,,GH014,D15050,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D150502,D,R.C PRIM SCH. ALOI 2,D1501,,GH014,D15050,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D150503,D,R.C KINDERGARTEN ALOI,D1501,,GH014,D15050,6.990628,0.2948797,6FR2X7RV+7X22,#
D150504,D,R.C JHS ALOI,D1501,,GH014,D15050,6.990628,0.2948797,6FR2X7RV+7X22,#
D150505,D,D A PRIM SCH ADOFE,D1501,,GH014,D15050,7.0497713,0.2620042,6FV227X6+WR2R,#
D150601,D,D A PRIM SCH KONDA 1,D1501,,GH014,D15060,6.990628,0.2948797,6FR2X7RV+7X22,#
D150602,D,D A PRIM SCH KONDA 2,D1501,,GH014,D15060,6.990628,0.2948797,6FR2X7RV+7X22,#
D150603,D,D A J H S KONDA,D1501,,GH014,D15060,6.990628,0.2948797,6FR2X7RV+7X22,#
D150604,D,D A PRIM SCHOOL ABANU,D1501,,GH014,D15060,6.990628,0.2948797,6FR2X7RV+7X22,#
D150701,D,D A PRIM SCH AZIAVE,D1501,,GH014,D15070,6.990628,0.2948797,6FR2X7RV+7X22,#
D150702,D,KPANDO SENIOR HIGH SCH 1,D1501,,GH014,D15070,6.9879447,0.2904465,6FR2X7QR+55GM,#
D150703,D,KPANDO SENIOR HIGH SCH 2,D1501,,GH014,D15070,6.9879447,0.2904465,6FR2X7QR+55GM,#
D150704,D,KPANDO SEC HIGH TECH SCH 1,D1501,,GH014,D15070,6.990628,0.2948797,6FR2X7RV+7X22,#
D150705,D,KPANDO SEC HIGH TECH SCH 2,D1501,,GH014,D15070,6.990628,0.2948797,6FR2X7RV+7X22,#
D150801,D,R C PRIM SCHOOL DZIGBE,D1501,,GH014,D15080,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D150802,D,R C PRIM SCHOOL AVETIKOFE,D1501,,GH014,D15080,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D150803,D,R.C CHAPEL DZEWOE,D1501,,GH014,D15080,7.0310031,0.2918632,6FV227JR+CP54,#
D150901,D,D A JHS KPANDO TORKOR,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150902,D,R C PRIM SCH KPANDO TORKOR 1,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150903,D,R C PRIM SCH KPANDO TORKOR 2,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150904,D,D A PRIM SCH TOGORME,D1501,,GH014,D15090,6.990628,0.2948797,6FR2X7RV+7X22,#
D150905,D,MARKET SQUARE KPANDO TORKOR 1,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150906,D,MARKET SQUARE KPANDO TORKOR 2,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150907,D,LORRY STATION KPANDO TORKOR 1,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D150908,D,LORRY STATION KPANDO TORKOR 2,D1501,,GH014,D15090,7.0040786,0.2643516,6FV22737+JPQ3,#
D151001,D,D A JHS DZOANTI,D1501,,GH014,D15100,6.990628,0.2948797,6FR2X7RV+7X22,#
D151002,D,R C PRIM SCH DZOANTI,D1501,,GH014,D15100,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151003,D,R C PRIM SCHOOL GADZA,D1501,,GH014,D15100,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151101,D,E P PRIM SCHOOL FESI,D1501,,GH014,D15110,7.0321877,0.2981419,6FV227JX+V7CG,#
D151102,D,D A JHS FESI,D1501,,GH014,D15110,7.048908,0.314814,6FV228X7+HW86,#
D151103,D,FESI RESETTLEMENT JHS,D1501,,GH014,D15110,7.048908,0.314814,6FV228X7+HW86,#
D151104,D,D A PRIM SCH DEBIDEBI,D1501,,GH014,D15110,7.0532479,0.2772053,6FV2373G+7VWW,#
D151201,D,R C PRIM SCHOOL AGUDZI,D1501,,GH014,D15120,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151202,D,D A PRIM SCH BAME,D1501,,GH014,D15120,7.0349561,0.3101527,6FV228M6+X3J9,#
D151301,D,R C PRIM SCHOOL AGBENORXOE,D1501,,GH014,D15130,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151302,D,R.C J H S AGBENORXOE,D1501,,GH014,D15130,7.0645327,0.3078027,6FV23875+R478,#
D151401,D,D/A PRIM SCH KPANDO DAFOR,D1501,,GH014,D15140,6.990628,0.2948797,6FR2X7RV+7X22,#
D151402,D,R C PRIM SCH DAFOR-AVEYOR,D1501,,GH014,D15140,6.966998,0.5004624,6FR2XG82+Q5WX,#
D151403,D,D/A PRIM SCH DAFOR TORNU,D1501,,GH014,D15140,6.966998,0.5004624,6FR2XG82+Q5WX,#
D151501,D,D/A JHS GBEFI HOEME,D1501,,GH014,D15150,7.0036374,0.3802453,6FV2293J+F35H,#
D151502,D,ST. PETERS JHS GBEFI HOEME,D1501,,GH014,D15150,6.9986251,0.3818982,6FR2X9XJ+FQ24,#
D151503,D,KINDERGARTEN GBEFI HOEME,D1501,,GH014,D15150,7.0036374,0.3802453,6FV2293J+F35H,#
D151504,D,POST OFFICE GBEFI HOEME,D1501,,GH014,D15150,7.0036374,0.3802453,6FV2293J+F35H,#
D151601,D,R.C PRIM SCH GBEFI TORNU,D1501,,GH014,D15160,6.9986251,0.3818982,6FR2X9XJ+FQ24,#
D151602,D,E.P CHAPEL GBEFI-TORNU,D1501,,GH014,D15160,6.9986251,0.3818982,6FR2X9XJ+FQ24,#
D151701,D,R.C PRIM SCH SOVIE,D1501,,GH014,D15170,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151702,D,HOME SCIENCE CENTRE SOVIE,D1501,,GH014,D15170,6.9342453,0.2878326,6FR2W7MQ+M4WW,#
D151703,D,D A JHS AVENUI SOVIE,D1501,,GH014,D15170,6.9342453,0.2878326,6FR2W7MQ+M4WW,#
D151704,D,VOCATIONAL SCHOOL. SOVIE DEME,D1501,,GH014,D15170,6.9342453,0.2878326,6FR2W7MQ+M4WW,#
D151801,D,D A PRIM SCH SOVIE KONDA,D1501,,GH014,D15180,6.9342453,0.2878326,6FR2W7MQ+M4WW,#
D151802,D,E.P PRIM SCH SOVIE,D1501,,GH014,D15180,6.9342453,0.2878326,6FR2W7MQ+M4WW,#
D151901,D,R C PRIM SCHOOL KUDZRA,D1501,,GH014,D15190,6.9348993,0.2881583,6FR2W7MQ+X73R,#
D151902,D,D A JHS KUDZRA,D1501,,GH014,D15190,6.9621457,0.3398367,6FR2X86Q+VW4X,#
D160101,D,E P/D A PRIM SCH AKUKOME (1),D1601,,GH014,D16010,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160102,D,E P/D A PRIM SCH AKUKOME (2),D1601,,GH014,D16010,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160103,D,D A PRIM SCH. GBLENKOR,D1601,,GH014,D16010,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160201,D,R C PRIM SCH ANFOEGA-AKUKOME,D1601,,GH014,D16020,6.8859576,0.2784385,6FR2V7PH+99P6,#
D160202,D,COMMUNITY CENTRE AKUKOME,D1601,,GH014,D16020,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160203,D,E.P HOME SCIENCE CENTRE,D1601,,GH014,D16020,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160204,D,FORECOURT OF ANFOEGA DISTRICT ASSEM.,D1601,,GH014,D16020,6.8859576,0.2784385,6FR2V7PH+99P6,#
D160301,D,UNITED PRIM SCHOOL DZANA (1),D1601,,GH014,D16030,6.6971647,0.2561365,6FR2M7W4+VF6F,#
D160302,D,UNITED PRIM SCHOOL DZANA (2),D1601,,GH014,D16030,6.6971647,0.2561365,6FR2M7W4+VF6F,#
D160303,D,D A JHS DZANA,D1601,,GH014,D16030,6.6971647,0.2561365,6FR2M7W4+VF6F,#
D160304,D,R C PRIM SCH DENUI,D1601,,GH014,D16030,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160305,D,D A PRIM SCH. AVETI,D1601,,GH014,D16030,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160401,D,R C PRIM SCH WADEMAXE,D1601,,GH014,D16040,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160402,D,D A PRIM SCH ANFOEGA ANDOKOFE,D1601,,GH014,D16040,6.8859576,0.2784385,6FR2V7PH+99P6,#
D160501,D,D A JHS WUVE,D1601,,GH014,D16050,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160502,D,E P PRIM SCHOOL TOKORME ANFOEGA,D1601,,GH014,D16050,6.8859576,0.2784385,6FR2V7PH+99P6,#
D160601,D,D A J H S AGATANYIGBE,D1601,,GH014,D16060,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160602,D,R C PRIM SCH AGATANYIGBE,D1601,,GH014,D16060,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D160701,D,HOME SCIENCE CENTRE VAKPO,D1601,,GH014,D16070,6.8537763,0.2878326,6FR2V73Q+G484,#
D160702,D,D A J H S VAKPO,D1601,,GH014,D16070,6.8537763,0.2878326,6FR2V73Q+G484,#
D160703,D,OLD SENIOR HIGH SCH. VAKPO,D1601,,GH014,D16070,6.8537763,0.2878326,6FR2V73Q+G484,#
D160801,D,E.P LOWER PRIM SCHOOL VAKPO,D1601,,GH014,D16080,6.8538698,0.2886057,6FR2V73Q+GCXM,#
D160802,D,ADOMI R C PRIM SCH VAKPO GBORXOME,D1601,,GH014,D16080,6.8537763,0.2878326,6FR2V73Q+G484,#
D160901,D,D A PRIM SCH DUNYO,D1601,,GH014,D16090,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161001,D,D A PRIM SCH. VAKPO TODZI (1),D1601,,GH014,D16100,6.8458201,0.2992698,6FR2R7WX+8PCW,#
D161002,D,D A PRIM SCH. VAKPO TODZI (2),D1601,,GH014,D16100,6.8458201,0.2992698,6FR2R7WX+8PCW,#
D161003,D,E P CHAPEL OLD ADOMI,D1601,,GH014,D16100,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161004,D,D A PRIM SCHOOL ADOMI VAKPO,D1601,,GH014,D16100,6.8537763,0.2878326,6FR2V73Q+G484,#
D161101,D,D A J H S YORDANNU,D1601,,GH014,D16110,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161102,D,D A BASIC SCHOOL YORDANNU WHITE CROSS,D1601,,GH014,D16110,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161103,D,D A PRIM SCHOOL VAKPO FU,D1601,,GH014,D16110,6.8537763,0.2878326,6FR2V73Q+G484,#
D161104,D,D A PRIM SCH VAKPO KONDA,D1601,,GH014,D16110,6.87873,0.3282967,6FR2V8HH+F8V7,#
D161201,D,D A PRIM SCHOOL AVEME GBORXOME,D1601,,GH014,D16120,6.9096076,0.26255,6FR2W757+R2V8,#
D161202,D,R C PRIM SCHOOL AVEME BEME,D1601,,GH014,D16120,6.9096076,0.26255,6FR2W757+R2V8,#
D161203,D,R C J H S AVEME BEME,D1601,,GH014,D16120,6.9096076,0.26255,6FR2W757+R2V8,#
D161204,D,E.P. PRIM SCHOOL AVEME DZEME,D1601,,GH014,D16120,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161301,D,R C PRIM SCHOOL DANYIGBA,D1601,,GH014,D16130,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161302,D,D A J H S DRA,D1601,,GH014,D16130,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161401,D,UNITED RESETT J H S AVEME,D1601,,GH014,D16140,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161402,D,D A PRIM SCHOOL AMANFROM,D1601,,GH014,D16140,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161501,D,HEALTH POST TSOME SABADU,D1601,,GH014,D16150,6.9056,0.2482,6FR2W64X+67PV,#
D161502,D,KINDERGATEN ANORME TSOME,D1601,,GH014,D16150,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161503,D,D A PRIM SCH. NYAMADZANYI SABADU,D1601,,GH014,D16150,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161504,D,TEMP. BOOTH KLUTORGBE TSOME SABADU,D1601,,GH014,D16150,6.9056,0.2482,6FR2W64X+67PV,#
D161601,D,E P PRIM SCH BOTOKU-SIAMA,D1601,,GH014,D16160,6.766381,0.2688601,6FR2Q789+HG58,#
D161602,D,R C PRIM SCHOOL BOTOKU,D1601,,GH014,D16160,6.766381,0.2688601,6FR2Q789+HG58,#
D161603,D,D A KINDERGARTEN TSEWAGBE,D1601,,GH014,D16160,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161604,D,D A PRIM SCH BRADATORNU BOTOKU,D1601,,GH014,D16160,6.766381,0.2688601,6FR2Q789+HG58,#
D161701,D,D A PRIM SCH TSOHOR RESETT,D1601,,GH014,D16170,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161801,D,R C PRIM SCH TSRUKPE-DUKUMA,D1601,,GH014,D16180,6.8006157,0.2770511,6FR2R72G+6RVP,#
D161802,D,R C KINDERGATEN TSRUKPE-DUKUMA,D1601,,GH014,D16180,6.8006157,0.2770511,6FR2R72G+6RVP,#
D161803,D,E P PRIM SCH TSRUKPE TOTA,D1601,,GH014,D16180,6.8114769,0.2775223,6FR2R76H+H2R4,#
D161804,D,D A JHS TSRUKPE TOTA,D1601,,GH014,D16180,6.8114769,0.2775223,6FR2R76H+H2R4,#
D161805,D,D.A PRIM SCH. ZANUKOPE,D1601,,GH014,D16180,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D161901,D,TEMP BOOTH ANYAFO WUSUTA,D1601,,GH014,D16190,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D161902,D,TEMP BOOTH GBOXOME WUSUTA,D1601,,GH014,D16190,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D161903,D,D A PRIM. SCH. KPEBE WUSUTA,D1601,,GH014,D16190,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D161904,D,TEMP BOOTH SAKAYERE WUSUTA,D1601,,GH014,D16190,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162001,D,TEMP BOOTH DZIGBE WUSUTA,D1601,,GH014,D16200,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162002,D,E P PRIM SCH WA WUSUTA,D1601,,GH014,D16200,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162003,D,TEMP BOOTH TSIKOE WUSUTA,D1601,,GH014,D16200,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162004,D,TEMP BOOTH DZEKONE WUSUTA,D1601,,GH014,D16200,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162005,D,E P PRIM SCH ANYIGBE WUSUTA,D1601,,GH014,D16200,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162101,D,R C PRIM 'B' TORKPETA WUSUTA,D1601,,GH014,D16210,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162102,D,R C PRIM 'A' HOTOR,D1601,,GH014,D16210,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D162103,D,D A PRIM KOKROBUTAN WUSUTA,D1601,,GH014,D16210,6.8269986,0.2455769,6FR2R6GW+Q6WV,#
D162201,D,D A J H S AWATE TODZI,D1601,,GH014,D16220,6.8458201,0.2992698,6FR2R7WX+8PCW,#
D162202,D,R C KINDERGARTEN AWATE TODZI,D1601,,GH014,D16220,6.8458201,0.2992698,6FR2R7WX+8PCW,#
D162301,D,D A J H S AWATE-AGAME,D1601,,GH014,D16230,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D162302,D,D A KINDERGARTEN DZIFADZI AWATE,D1601,,GH014,D16230,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D162303,D,TEMP BOOTH AGORNYOBI AWATE,D1601,,GH014,D16230,6.8779563,0.1869644,6FR2V5HP+5QP9,#
D170101,D,E/P JHS AHADO,D1701,,GH014,D17010,7.1518505,0.4738293,6FV25F2F+PGW4,#
D170102,D,MIDWIFERY SCH. HOHOE,D1701,,GH014,D17010,7.1518505,0.4738293,6FV25F2F+PGW4,#
D170103,D,MUNICIPAL HOSPITAL HOHOE,D1701,,GH014,D17010,7.1570678,0.4748564,6FV25F4F+RWHM,#
D170104,D,MUNICIPAL ASSEMBLY EXP. PRIM. SCH. AHADO,D1701,,GH014,D17010,7.1518505,0.4738293,6FV25F2F+PGW4,#
D170105,D,MARKET SITE MUN. ASSM. JHS AHADO,D1701,,GH014,D17010,7.1518505,0.4738293,6FV25F2F+PGW4,#
D170106,D,A.M.E. ZION SCH. AHADO,D1701,,GH014,D17010,5.9189927,0.9879035,6FQ2WX9Q+H5RQ,#
