PS Code,Regional c,PS Name,ConstCode,DistCode,RegCode,EACode,Latitude,Longitude,Plus code,GhPostGPS
H010101,H,D/A PRIM. SCH.KAMIREKROM,H0101,GH0102,GH01,H01010,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010102,H,D/A JHS KAMIREKROM,H0101,GH0102,GH01,H01010,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010103,H,COCOA SHED ADOMAKOKROM,H0101,GH0102,GH01,H01010,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010104,H,D/A PRIM. SCH. MFREKROM,H0101,GH0102,GH01,H01010,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010105,H,D/A PRIM. SCH. DOMEABRA,H0101,GH0102,GH01,H01010,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010201,H,ANGLICAN PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010202,H,BETHANY  CHURCH KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010203,H,ISLAMIC PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010204,H,AGRIC. SHS KUKUOM,H0101,GH0102,GH01,H01020,6.68733,-2.4312555,6CRVMHP9+WFQ9,#
H010205,H,PBC KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010206,H,CMB SHED KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010207,H,NEW APOSTOLIC PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01020,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010301,H,METH. PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01030,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010302,H,SDA PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01030,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010303,H,R/C PRIM. SCH. KUKUOM,H0101,GH0102,GH01,H01030,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010304,H,ASSEMBLIES OF GOD CHURCH KUKUOM,H0101,GH0102,GH01,H01030,6.6925346,-2.4431102,6CRVMHV4+2Q67,#
H010305,H,CHIEFS PALACE TANOSO,H0101,GH0102,GH01,H01030,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010401,H,METH.UPPER PRIM. SCH DANTANO,H0101,GH0102,GH01,H01040,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010402,H,CMB SHED DANTANO,H0101,GH0102,GH01,H01040,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010403,H,METH. LOWER PRIM. SCH. DANTANO,H0101,GH0102,GH01,H01040,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010501,H,D/A PRIM. SCH. YANKYE 1,H0101,GH0102,GH01,H01050,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010502,H,D/A PRIM. SCH. YANKYE 2,H0101,GH0102,GH01,H01050,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010503,H,CMB SHED TADIESO,H0101,GH0102,GH01,H01050,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010601,H,CHIEFS PALACE NOBERKAW,H0101,GH0102,GH01,H01060,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010602,H,R/C CHURCH NOBERKAW,H0101,GH0102,GH01,H01060,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010603,H,DAILY MARKET NOBERKAW,H0101,GH0102,GH01,H01060,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010604,H,PRESBY CHURCH NOBERKAW,H0101,GH0102,GH01,H01060,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010605,H,D/A PRIM. SCH. ASUFUFUO,H0101,GH0102,GH01,H01060,6.6370049,-2.4031141,6CRVJHPW+RQ23,#
H010701,H,R/C PRIM. SCH. ANWIAM,H0101,GH0102,GH01,H01070,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010702,H,R/C PRIM. SCH. NEW BLK. ANWIAM,H0101,GH0102,GH01,H01070,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010703,H,D/A PRIM. SCH. SIANA,H0101,GH0102,GH01,H01070,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010704,H,D/A PRIM. SCH. ANWIANKWANTA,H0101,GH0102,GH01,H01070,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010801,H,CATHOLIC MISSION SCH. ABUOM,H0101,GH0102,GH01,H01080,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010802,H,D/A PRIM. SCH. ABUOM NO. 1,H0101,GH0102,GH01,H01080,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010803,H,CMB SHED ABUOM,H0101,GH0102,GH01,H01080,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010804,H,D/A PRIM. SCH. ABUOM NO. 2,H0101,GH0102,GH01,H01080,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010805,H,CMB SHED MANHYIA,H0101,GH0102,GH01,H01080,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010901,H,METH. CHURCH DENYASI NO. 1,H0101,GH0102,GH01,H01090,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010902,H,CMB SHED OSEIKROM,H0101,GH0102,GH01,H01090,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H010903,H,COCOA SHED KOKOOKROM,H0101,GH0102,GH01,H01090,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011001,H,D/A PRIM. SCH. KYENKYENSIBUOSO,H0101,GH0102,GH01,H01100,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011002,H,D/A PRIM. SCH. NAKETEY,H0101,GH0102,GH01,H01100,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011003,H,D/A PRIM. SCH. SAWERESO 1,H0101,GH0102,GH01,H01100,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011004,H,D/A PRIM. SCH. SAWERESO 2,H0101,GH0102,GH01,H01100,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011101,H,CMB SHED SAKYIKROM,H0101,GH0102,GH01,H01110,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011102,H,D/A PRIM.SCH. ANWIASO,H0101,GH0102,GH01,H01110,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011103,H,D/A JHS WEJAKROM,H0101,GH0102,GH01,H01110,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011201,H,R/C CHURCH KOKOOSO III,H0101,GH0102,GH01,H01120,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011202,H,CMB SHED KOKOOSO III,H0101,GH0102,GH01,H01120,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011203,H,CMB SHED AGYEIKROM,H0101,GH0102,GH01,H01120,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011301,H,CMB SHED ASAWENSO,H0101,GH0102,GH01,H01130,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011302,H,METH. CHURCH ADWUMAM,H0101,GH0102,GH01,H01130,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011303,H,CMB SHED ASANTENKAE,H0101,GH0102,GH01,H01130,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011401,H,D/A PRIM. SCH. ONWE,H0101,GH0102,GH01,H01140,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011402,H,CMB SHED TIABANTEN,H0101,GH0102,GH01,H01140,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011403,H,SDA CHURCH OWUSUKROM,H0101,GH0102,GH01,H01140,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011501,H,D/A PRIM. SCH. MANHYIA NO. 4,H0101,GH0102,GH01,H01150,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011502,H,R/C PRIM. SCH. NTONSO,H0101,GH0102,GH01,H01150,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011503,H,D/A PRIM. SCH. BEPOSO,H0101,GH0102,GH01,H01150,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011504,H,CMB SHED FAWOMANG,H0101,GH0102,GH01,H01150,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011601,H,D/A PRIM. SCH. NKAWIE,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011602,H,CMB SHED BEPOASE,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011603,H,D/A PRIM. SCH. OPPONGKROM,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011604,H,D/A PRIM. SCH. MOTOPENSO,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011605,H,D/A PRIM. SCH. AMEKUKROM,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011606,H,D/A PRIM. SCH. PAFO,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011607,H,D/A PRIM. SCH. PAFONKWANTA,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011608,H,COCOA SHED DONKORKROM,H0101,GH0102,GH01,H01160,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011701,H,CMB DEPOT KWAPONG,H0101,GH0102,GH01,H01170,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011702,H,METH JHS KWAPONG,H0101,GH0102,GH01,H01170,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011703,H,CMB SHED 1 KWAPONG,H0101,GH0102,GH01,H01170,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011704,H,D/A PRIM. SCH. PESEWUKROM,H0101,GH0102,GH01,H01170,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011801,H,D/A PRIM. SCH. AGYAREKROM,H0101,GH0102,GH01,H01180,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011802,H,D/A PRIM. SCH. NNANYINAANSE,H0101,GH0102,GH01,H01180,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011803,H,D/A PRIM. SCH. ABODOM,H0101,GH0102,GH01,H01180,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H011901,H,PENTECOST CHURCH KWAPONG,H0101,GH0102,GH01,H01190,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011902,H,R/C JHS KWAPONG 1,H0101,GH0102,GH01,H01190,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011903,H,R/C JHS KWAPONG 2,H0101,GH0102,GH01,H01190,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H011904,H,SDA PRIM. SCH. KWAPONG,H0101,GH0102,GH01,H01190,6.6189229,-2.4789622,6CRVJG9C+HC7R,#
H012001,H,D/A PRIM. SCH. ASIBIREM 1,H0101,GH0102,GH01,H01200,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012002,H,D/A PRIM. SCH. ASIBIREM 2,H0101,GH0102,GH01,H01200,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012003,H,D/A PRIM. SCH. SIKA - FREBOGYA,H0101,GH0102,GH01,H01200,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012101,H,D/A PRIM. SCH. ATOTROM,H0101,GH0102,GH01,H01210,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012102,H,COCOA SHED DODOWA,H0101,GH0102,GH01,H01210,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012103,H,D/A PRIM. SCH. AMANKWAAKROM,H0101,GH0102,GH01,H01210,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012104,H,D/A PRIM. SCH. OSEIKROM,H0101,GH0102,GH01,H01210,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012201,H,D/A  A  JHS SANKORE,H0101,GH0102,GH01,H01220,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012202,H,DEEPER LIFE CHURCH SANKORE,H0101,GH0102,GH01,H01220,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012203,H,R/C PRIM. SCH. SANKORE,H0101,GH0102,GH01,H01220,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012204,H,COCOA SHED ABUROKYIRE,H0101,GH0102,GH01,H01220,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012205,H,METH. PRIM. SCH. SANKORE,H0101,GH0102,GH01,H01220,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012301,H,SENR. HIGH SCH. SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012302,H,PENT. PRIM. SCH. SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012303,H,GCB QUARTERS SANKORE,H0101,GH0102,GH01,H01230,6.4293584,-2.5532272,6CRVCCHW+PPR8,#
H012304,H,CMB SHED  A  SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012305,H,ISLAMIC PRIM. SCH. SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012306,H,D/A  B  JHS SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012307,H,D/A PRIM. SCH. ADWUMAKASE,H0101,GH0102,GH01,H01230,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012308,H,CMB SHED NYAMEBEKYERE,H0101,GH0102,GH01,H01230,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012309,H,PRESBY CHURCH SANKORE,H0101,GH0102,GH01,H01230,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012310,H,ASSEMBLIES OF GOD CHURCH SANKORE,H0101,GH0102,GH01,H01231,6.5001822,-2.4975172,6CRVGG22+3XH7,#
H012401,H,CMB SHED CAMP NO. 1,H0101,GH0102,GH01,H01240,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012402,H,D/A PRIM. SCH. CAMP NO. 1,H0101,GH0102,GH01,H01240,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012403,H,COCOA SHED APRAKUKROM,H0101,GH0102,GH01,H01240,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012501,H,D/A JHS ASAREKROM,H0101,GH0102,GH01,H01250,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012502,H,D/A PRIM.. SCH. SIISO,H0101,GH0102,GH01,H01250,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012503,H,D/A PRIM. SCH. DENYASE,H0101,GH0102,GH01,H01250,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012504,H,D/A JHS TETTEHKWAO,H0101,GH0102,GH01,H01250,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012505,H,D/A PRIM. SCH. KOFIBENGKROM,H0101,GH0102,GH01,H01250,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012601,H,D/A PRIM. SCH. AFODOWA,H0101,GH0102,GH01,H01260,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012602,H,D/A JHS ASEMPANAYE,H0101,GH0102,GH01,H01260,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012603,H,D/A PRIM. SCH. DUROWAAKROM 1,H0101,GH0102,GH01,H01260,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012604,H,D/A PRIM. SCH. DUROWAAKROM 2,H0101,GH0102,GH01,H01260,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012605,H,COCOA SHED BEPOSO,H0101,GH0102,GH01,H01260,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012701,H,COCOA CLINIC 1000 ACRE,H0101,GH0102,GH01,H01270,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012702,H,COCOA SHED ANUM,H0101,GH0102,GH01,H01270,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012703,H,SDA PRIM. SCH. ALAVANYO,H0101,GH0102,GH01,H01270,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012801,H,D/A PRIM. SCH. DODOWA,H0101,GH0102,GH01,H01280,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012802,H,D/A PRIM. SCH. MARFOKROM,H0101,GH0102,GH01,H01280,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012803,H,D/A PRIM. SCH. MINTUMI,H0101,GH0102,GH01,H01280,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H012804,H,CMB SHED NHWENNE,H0101,GH0102,GH01,H01280,6.5294782,-2.4999918,6CRVGGH2+Q2R3,#
H020101,H,METHODIST PRM SCH. AYOMSO,H0201,GH0101,GH01,H02010,6.7610433,-2.5862476,6CRVQC67+CG6J,#
H020102,H,D/A PRM SCH. KWAKU DUAKROM,H0201,GH0101,GH01,H02010,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020103,H,ICT CENTRE. AYOMSO,H0201,GH0101,GH01,H02010,6.7610433,-2.5862476,6CRVQC67+CG6J,#
H020104,H,R/C PRM SCH. AYOMSO,H0201,GH0101,GH01,H02010,6.7610433,-2.5862476,6CRVQC67+CG6J,#
H020105,H,D/A ?B? JHS. AYOMSO,H0201,GH0101,GH01,H02010,6.7610433,-2.5862476,6CRVQC67+CG6J,#
H020106,H,R/C MISSION. AYOMSO,H0201,GH0101,GH01,H02010,6.7610433,-2.5862476,6CRVQC67+CG6J,#
H020107,H,D/A PRM SCH. KWAHU,H0201,GH0101,GH01,H02010,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020108,H,PENTECOST CHURCH. KOKOFU,H0201,GH0101,GH01,H02010,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020109,H,SDA CHURCH. ATIM,H0201,GH0101,GH01,H02010,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020201,H,METHODIST PRM ?B? SCH. FAWOHOYEDEN,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020202,H,CMB SHED. FAWOHOYEDEN,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020203,H,YOUTH LEADERSHIP TRAINING INSTITUTE. FAWOHOYEDEN,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020204,H,METHODIST CHURCH. FAWOHOYEDEN,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020205,H,CMB SHED. BOAKARI,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020206,H,OPEN SPACE. TENKORANGKROM,H0201,GH0101,GH01,H02020,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020301,H,CMB SHED. ASUBOI,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020302,H,CMB SHED. DOTOM,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020303,H,CMB SHED. EDWINASE,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020304,H,PENTECOST CHURCH. AHENKRO,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020305,H,CMB SHED. AHANTAMO-KETEWA,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020306,H,CMB SHED KYEAMEASUA,H0201,GH0101,GH01,H02030,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020401,H,D/A PRM SCH. GYASIKROM,H0201,GH0101,GH01,H02040,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020402,H,CMB SHED. KOFI FOFIEKROM,H0201,GH0101,GH01,H02040,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020403,H,D/A PRM SCH. MFAMA,H0201,GH0101,GH01,H02040,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020404,H,SDA PRM SCH. DRIVERKROM,H0201,GH0101,GH01,H02040,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020405,H,D/A PRM SCH. ANWIANWIA,H0201,GH0101,GH01,H02040,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020501,H,CMB SHED. AKWADURO,H0201,GH0101,GH01,H02050,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020502,H,D/A JHS. KUMAHO,H0201,GH0101,GH01,H02050,6.8023606,-2.6159187,6CRVR92M+WJWG,#
H020503,H,CMB SHED. ODUMASI,H0201,GH0101,GH01,H02050,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020601,H,D/A JHS. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020602,H,BROTHERHOOD CHURCH. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020603,H,KING FAISAL JHS. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020604,H,PRESBY JHS. MIM,H0201,GH0101,GH01,H02060,6.8079218,-2.5222387,6CRVRF5H+546V,#
H020605,H,SALVATION CHURCH. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020606,H,APOSTOLIC CHURCH GH. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020607,H,AKWABOA PRM SC. MIM,H0201,GH0101,GH01,H02060,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020608,H,BETHEL METH CHURCH. MIM,H0201,GH0101,GH01,H02060,6.7624985,-2.5830699,6CRVQC68+XQVX,#
H020609,H,D/A JHS. ASUKESE,H0201,GH0101,GH01,H02060,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020610,H,SHS. MIM 1,H0201,GH0101,GH01,H02061,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020611,H,SHS. MIM 2,H0201,GH0101,GH01,H02061,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020612,H,GOSPEL PREPARATORY SCH. MIM,H0201,GH0101,GH01,H02061,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020701,H,METH. PRM SCH. MIM,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020702,H,FREEMAN METH. CHURCH. MIM,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020703,H,R/C JHS. MIM 1,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020704,H,R/C JHS. MIM 2,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020705,H,R/C PRM SCH ?A? MIM,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020706,H,R/C PRM SCH. MIM,H0201,GH0101,GH01,H02070,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020707,H,METHODIST JHS. MIM,H0201,GH0101,GH01,H02070,6.6915437,-2.5510647,6CRVMCRX+JH7Q,#
H020801,H,COCOA SHED. MIM  1,H0201,GH0101,GH01,H02080,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020802,H,COCOA SHED. MIM  2,H0201,GH0101,GH01,H02080,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020803,H,ASSEMBLIES OF GOD CHURCH. MIM,H0201,GH0101,GH01,H02080,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020804,H,SDA PRM SCH. FETEEAGYA,H0201,GH0101,GH01,H02080,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020805,H,SDA JHS. FETEEAGYA,H0201,GH0101,GH01,H02080,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020806,H,SDA CHURCH. FETEEAGYA,H0201,GH0101,GH01,H02080,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020807,H,MTC PRM SCH. MIM,H0201,GH0101,GH01,H02080,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020808,H,PENTECOST CHURCH. FETEEAGYA NO 2,H0201,GH0101,GH01,H02080,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H020901,H,ZION JHS. MIM,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020902,H,ZION PRIM SCH. MIM,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020903,H,POST OFFICE. MIM 1,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020904,H,POST OFFICE. MIM 2,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020905,H,PRESBY PRM SCH. MIM,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H020906,H,VISSION EDU COMPLEX. MIM,H0201,GH0101,GH01,H02090,6.9086884,-2.5643773,6CRVWC5P+F6HH,#
H021001,H,D/A PRM SCH. ASUADAI,H0201,GH0101,GH01,H02100,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021002,H,D/A PRM SCH KYENKYEHENEKROM,H0201,GH0101,GH01,H02100,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021003,H,D/A PRM SCH. NYAMEBEKYERE 1,H0201,GH0101,GH01,H02100,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021004,H,D/A PRM SCH. NYAMEBEKYERE 2,H0201,GH0101,GH01,H02100,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021101,H,D/A JHS BEDIAKO,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021102,H,CMB SHED. BEDIAKO,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021103,H,PENTECOST PRIM SCH. BEDIAKO,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021104,H,CMB SHED. DUASE,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021105,H,D/A PRM SCH. ATIMPONYA,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021106,H,D/A PRIM SCH. GYAKONTABUO,H0201,GH0101,GH01,H02110,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021201,H,D/A JHS POMAAKROM,H0201,GH0101,GH01,H02120,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021202,H,CMB SHED. POMAAKROM,H0201,GH0101,GH01,H02120,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021203,H,CMB SHED. MANUKROM NO.2,H0201,GH0101,GH01,H02120,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021204,H,D/A PRM SCH. POMAAKROM,H0201,GH0101,GH01,H02120,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021301,H,D/A PRM SCH. MANUKROM,H0201,GH0101,GH01,H02130,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
